YEAR,PLAYER,AVERAGE
2010,George McNeill,293.4
2010,Bill Haas,293.3
2010,Matt Jones,293.3
2010,Josh Teater,293.1
2010,Jimmy Walker,292.9
2010,J.J. Henry,292.8
2010,Rickie Fowler,292.7
2010,Sergio Garcia,292.7
2010,Stewart Cink,292.4
2010,Chris Couch,292.4
2010,Vijay Singh,292.3
2010,Padraig Harrington,292.1
2010,Roger Tambellini,292
2010,Bo Van Pelt,292
2010,David Lutterus,291.9
2010,Boo Weekley,291.9
2010,Hunter Mahan,291.8
2010,Tim Herron,291.7
2010,Chris Wilson,291.7
2010,Retief Goosen,291.4
2010,John Merrick,291.4
2010,Greg Owen,291.4
2010,Blake Adams,291.3
2010,Jonathan Byrd,290.9
2010,Matt Every,290.9
2010,Will MacKenzie,290.8
2010,Ted Purdy,290.8
2010,Steve Marino,290.6
2010,Kenny Perry,290.6
2010,Paul Stankowski,290.3
2010,Kevin Streelman,290.3
2010,John Senden,290.2
2010,Kevin Stadler,290.2
2010,Andrew McLardy,289.9
2010,Michael Letzig,289.7
2010,Ryan Moore,289.7
2010,Camilo Villegas,289.6
2010,Mathew Goggin,289.3
2010,Sean O'Hair,289.3
2010,Steve Elkington,289.2
2010,Nicholas Thompson,289.2
2010,Robert Allenby,289.1
2010,Rory Sabbatini,289.1
2010,Stuart Appleby,289
2010,Bill Lunde,288.9
2010,Tom Gillis,288.7
2010,Jeff Gove,288.7
2010,Scott McCarron,288.6
2010,Y.E. Yang,288.6
2010,Ernie Els,288.4
2010,Brenden Pappas,288.4
2010,Troy Merritt,288.2
2010,Henrik Bjornstad,288.1
2010,Chris Tidland,288.1
2010,Roland Thatcher,288
2010,Kevin Sutherland,287.9
2010,Justin Rose,287.8
2010,Lee Janzen,287.7
2010,Rich Barcelo,287.6
2010,Jeev Milkha Singh,287.3
2010,Chris Stroud,287.2
2010,Pat Perez,287.1
2010,Steve Wheatcroft,287.1
2010,Geoff Ogilvy,287
2010,Brendon de Jonge,286.9
2010,David Duval,286.9
2010,Matt Kuchar,286.9
2010,Brian Stuard,286.9
2010,Ian Poulter,286.8
2010,Kris Blanks,286.4
2010,Trevor Immelman,286.4
2010,Steve Lowery,286.2
2010,James Nitties,286.2
2010,Joe Ogilvie,285.9
2010,Cameron Beckman,285.7
2010,Joe Durant,285.6
2010,Ricky Barnes,285.5
2010,Webb Simpson,285.4
2010,Chad Campbell,285.1
2010,Jay Williamson,285.1
2010,Aron Price,284.6
2010,Vaughn Taylor,284.4
2010,Vance Veazey,284.3
2010,Billy Mayfair,284
2010,Bob Estes,283.9
2010,Rod Pampling,283.5
2010,Michael Sim,283.3
2010,Cliff Kresge,283.2
2010,Shaun Micheel,283.2
2010,Brett Quigley,283.2
2010,K.J. Choi,283.1
2010,Freddie Jacobson,283.1
2010,D.A. Points,283
2010,Steve Stricker,282.9
2010,Johnson Wagner,282.4
2010,Ben Crane,282.3
2010,Carl Pettersson,282.1
2010,Stephen Ames,282
2010,Briny Baird,282
2010,Jason Dufner,281.9
2010,Justin Bolli,281.8
2010,Dean Wilson,281.6
2010,Michael Bradley,281.5
2010,Michael Connell,281.3
2010,David Toms,281.3
2010,Charlie Wi,281.2
2010,Woody Austin,281.1
2010,Mark Calcavecchia,281
2010,J.P. Hayes,281
2010,Spencer Levin,280.6
2010,Mark Wilson,280.6
2010,John Mallinger,280.4
2010,Garrett Willis,280.2
2010,Tom Pernice Jr.,280
2010,Jason Bohn,279.8
2010,Zach Johnson,279.7
2010,Nathan Green,279.5
2010,Skip Kendall,279.5
2010,Jeff Maggert,279.1
2010,Chris DiMarco,279
2010,Jerry Kelly,279
2010,Jerod Turner,279
2010,Brian Davis,278.9
2010,Heath Slocum,278.9
2010,Ryuji Imada,278.7
2010,Tim Petrovic,278.7
2010,Kevin Na,278.6
2010,Scott Verplank,278.6
2010,Chris Riley,278.3
2010,Rocco Mediate,278.1
2010,Bryce Molder,278
2010,Justin Leonard,277.8
2010,Alex Cejka,277.4
2010,Steve Flesch,277.4
2010,Richard Johnson,277.3
2010,Brandt Snedeker,277.1
2010,Luke Donald,277
2010,Kevin Johnson,276.5
2010,Jim Furyk,276
2010,Chad Collins,275.8
2010,Brent Delahoussaye,275.6
2010,Greg Chalmers,275.5
2010,Ben Curtis,275.5
2010,Mike Weir,273.9
2010,Paul Goydos,273.6
2010,Jeff Quinney,273.3
2010,Greg Kraft,273.2
2010,Tim Clark,272.2
2010,Omar Uresti,272
2010,Brad Faxon,271.4
2010,Craig Bowden,270
2010,Brian Gay,266.4
2009,Robert Garrigus,312
2009,Bubba Watson,311.4
2009,Dustin Johnson,308.3
2009,Tag Ridings,307.4
2009,Gary Woodland,307.3
2009,Nick Watney,305.3
2009,J.B. Holmes,304.6
2009,Ángel Cabrera,304.1
2009,Troy Matteson,301.7
2009,Harrison Frazar,301
2009,Charley Hoffman,300.8
2009,Scott Piercy,300.6
2009,Phil Mickelson,300.1
2009,Martin Laird,299.9
2009,Davis Love III,299.9
2009,Anthony Kim,299
2009,Marc Leishman,298.6
2009,Sergio Garcia,298.5
2009,Andres Romero,298.5
2009,Charles Warren,298.5
2009,Tiger Woods,298.4
2009,Bill Haas,298.3
2009,Matt Jones,298
2009,Fred Couples,297.5
2009,Lucas Glover,297.4
2009,Daniel Chopra,297.1
2009,Ryan Palmer,297.1
2009,Hunter Mahan,297
2009,John Merrick,296.9
2009,Leif Olson,296.5
2009,John Rollins,296.5
2009,Kevin Streelman,296.5
2009,Jonathan Byrd,295.9
2009,Ryan Moore,295.9
2009,Steve Marino,295.7
2009,Jason Day,295.3
2009,Adam Scott,294.9
2009,Nicholas Thompson,294.8
2009,Stewart Cink,294.7
2009,John Senden,294.2
2009,Jeff Overton,293.9
2009,Vijay Singh,293.9
2009,Michael Letzig,293.8
2009,J.J. Henry,293.7
2009,Ted Purdy,293.6
2009,Sean O'Hair,293.3
2009,Rory Sabbatini,293.2
2009,Robert Allenby,293.1
2009,Kenny Perry,293.1
2009,Peter Tomasulo,293
2009,Camilo Villegas,293
2009,Matt Bettencourt,292.9
2009,David Duval,292.7
2009,Charles Howell III,292.7
2009,Ricky Barnes,292.6
2009,Bo Van Pelt,292.5
2009,Bill Lunde,292.4
2009,Retief Goosen,292.3
2009,Tim Herron,292.1
2009,Greg Owen,292.1
2009,George McNeill,292
2009,Boo Weekley,291.7
2009,James Nitties,291.5
2009,Geoff Ogilvy,291.5
2009,Kris Blanks,291.4
2009,Joe Ogilvie,291.4
2009,Y.E. Yang,291.3
2009,Ernie Els,291.2
2009,Mathew Goggin,291.1
2009,Chad Campbell,291
2009,Jimmy Walker,291
2009,Jason Gore,290.7
2009,Chris Stroud,290.7
2009,Steve Lowery,290.6
2009,Brendon de Jonge,290.3
2009,Kevin Stadler,290.3
2009,Stuart Appleby,290.1
2009,Will MacKenzie,289.4
2009,D.J. Trahan,289.2
2009,Michael Allen,289.1
2009,Kevin Sutherland,289.1
2009,Brad Adamonis,289
2009,Jeff Maggert,288.9
2009,Brian Bateman,288.7
2009,Matt Weibring,288.7
2009,Carl Pettersson,288.6
2009,Pat Perez,288.5
2009,Johnson Wagner,288.4
2009,Brian Vranesh,288.2
2009,Rod Pampling,288.1
2009,Justin Rose,288.1
2009,Aaron Baddeley,287.8
2009,Brett Quigley,287.5
2009,Stephen Ames,287.4
2009,Tommy Armour III,287.3
2009,Jarrod Lyle,287.3
2009,Cameron Beckman,287
2009,Heath Slocum,287
2009,Woody Austin,286.9
2009,Derek Fathauer,286.4
2009,Kirk Triplett,286.4
2009,Jason Dufner,286.2
2009,Webb Simpson,286.2
2009,Mark Calcavecchia,286.1
2009,Steve Stricker,286.1
2009,Padraig Harrington,285.8
2009,Steve Elkington,285.3
2009,Jason Bohn,285.1
2009,Ben Crane,285
2009,Scott Sterling,285
2009,Casey Wittenberg,285
2009,Charlie Wi,284.9
2009,Todd Hamilton,284.8
2009,Rich Beem,284.7
2009,Jerry Kelly,284.7
2009,Scott McCarron,284.7
2009,Steve Flesch,284.4
2009,Mark Wilson,284.3
2009,Greg Chalmers,284.2
2009,Billy Mayfair,284.2
2009,David Toms,284.2
2009,Freddie Jacobson,284.1
2009,Nathan Green,283.5
2009,Bob Heintz,283.5
2009,Justin Leonard,283.5
2009,Jay Williamson,283.5
2009,Brian Davis,283.3
2009,Matt Kuchar,283.2
2009,Ken Duke,283.1
2009,Rocco Mediate,283.1
2009,Bryce Molder,283.1
2009,Vaughn Taylor,283.1
2009,Eric Axley,282.8
2009,Tim Petrovic,282.8
2009,Ian Poulter,282.8
2009,Kevin Na,282.7
2009,Bob Estes,282.6
2009,Briny Baird,282.1
2009,Lee Janzen,282
2009,Tom Pernice Jr.,281.9
2009,Kent Jones,281.3
2009,D.A. Points,281.3
2009,Alex Cejka,281.2
2009,Zach Johnson,281.2
2009,Scott Verplank,281.1
2009,Patrick Sheehan,281
2009,Jeff Klauk,280.9
2009,David Mathis,280.8
2009,Cliff Kresge,280.5
2009,K.J. Choi,280.1
2009,Tim Clark,280.1
2009,Jim Furyk,279.9
2009,Darron Stiles,279.8
2009,Colt Knost,279.6
2009,Aron Price,279.6
2009,Chez Reavie,279.6
2009,Ben Curtis,279.5
2009,Chris DiMarco,279.5
2009,Joe Durant,279.5
2009,Peter Lonard,279.5
2009,Parker McLachlin,279.5
2009,Marc Turnesa,279.5
2009,Mike Weir,279.3
2009,John Mallinger,279.1
2009,Spencer Levin,279
2009,Rick Price,278.6
2009,Chris Riley,278.5
2009,Ryuji Imada,278.4
2009,Brandt Snedeker,277.3
2009,Nick O'Hern,277
2009,Brendon Todd,276.2
2009,Paul Goydos,275.8
2009,Luke Donald,275.7
2009,Glen Day,275
2009,Bart Bryant,274.6
2009,Richard Johnson,274
2009,Jeff Quinney,273.4
2009,Greg Kraft,273.1
2009,Tom Lehman,272.2
2009,Brad Faxon,270.8
2009,Dean Wilson,270.3
2009,Mark Brooks,269.2
2009,Brian Gay,268.5
2009,Corey Pavin,259
2008,Bubba Watson,315.1
2008,Robert Garrigus,311
2008,J.B. Holmes,310.3
2008,Dustin Johnson,309.7
2008,Steve Allan,303.2
2008,Tag Ridings,303
2008,Nick Watney,302.9
2008,Adam Scott,302.1
2008,Davis Love III,301.3
2008,Charles Warren,301.1
2008,Anthony Kim,300.9
2008,Charley Hoffman,300.8
2008,Ángel Cabrera,300.2
2008,Harrison Frazar,299.9
2008,Jason Gore,299.7
2008,Fred Couples,299.6
2008,Travis Perkins,299.6
2008,Paul Casey,299.2
2008,Andres Romero,299.1
2008,John Merrick,299
2008,Brandt Jobe,298.8
2008,Jason Allred,298.6
2008,Lucas Glover,298.4
2008,Tommy Gainey,298.3
2008,Vijay Singh,297.8
2008,Jeff Overton,297.6
2008,Jason Day,297.4
2008,Stewart Cink,296.9
2008,Bill Haas,296.7
2008,Richard Johnson,296.7
2008,Martin Laird,296.6
2008,Padraig Harrington,296.3
2008,Kenny Perry,296
2008,Mathew Goggin,295.9
2008,Phil Mickelson,295.7
2008,Nicholas Thompson,295.4
2008,Jimmy Walker,295.4
2008,Mathias Grönberg,295.2
2008,Troy Matteson,295.2
2008,James Driscoll,295
2008,George McNeill,295
2008,Brenden Pappas,294.9
2008,Sergio Garcia,294.6
2008,Daniel Chopra,294.2
2008,Ryan Palmer,294.2
2008,Pat Perez,294.2
2008,Matt Jones,293.9
2008,Charles Howell III,293.6
2008,Steve Marino,293.5
2008,Camilo Villegas,293.3
2008,Jon Mills,293.2
2008,Tim Herron,293
2008,Todd Demsey,292.9
2008,Ted Purdy,292.8
2008,Kevin Streelman,292.8
2008,Ryan Moore,292.7
2008,Geoff Ogilvy,292.1
2008,Rory Sabbatini,292
2008,Bo Van Pelt,292
2008,Nick Flanagan,291.8
2008,Robert Allenby,291.7
2008,J.J. Henry,291.7
2008,Boo Weekley,291.7
2008,Ernie Els,291.6
2008,John Huston,291.5
2008,Trevor Immelman,291.3
2008,D.J. Trahan,291.3
2008,Kevin Stadler,291.2
2008,Michael Letzig,291.1
2008,Sean O'Hair,291.1
2008,Kevin Sutherland,291
2008,Stuart Appleby,290.9
2008,Aaron Baddeley,290.3
2008,John Riegger,290.1
2008,Brad Adamonis,289.9
2008,Chad Campbell,289.9
2008,Hunter Mahan,289.9
2008,Brad Elder,289.8
2008,Mark Hensby,289.4
2008,John Rollins,288.9
2008,John Senden,288.8
2008,Rod Pampling,288
2008,Vaughn Taylor,288
2008,David Lutterus,287.9
2008,Bob Sowards,287.9
2008,Ben Crane,287.8
2008,Cody Freeman,287.8
2008,Tommy Armour III,287.7
2008,Eric Axley,287.7
2008,Rich Beem,287.7
2008,Joe Ogilvie,287.7
2008,Tom Scherrer,287.7
2008,Jesper Parnevik,287.6
2008,Brett Quigley,287.5
2008,Chris Stroud,287.4
2008,Charlie Wi,287.4
2008,Alejandro Cañizares,287.1
2008,Retief Goosen,287.1
2008,Steve Lowery,287
2008,Y.E. Yang,286.9
2008,Michael Allen,286.8
2008,Joe Durant,286.5
2008,Ryan Armour,286.4
2008,Jeff Gove,286.4
2008,Parker McLachlin,286.2
2008,K.J. Choi,286.1
2008,Marco Dawson,286.1
2008,Will MacKenzie,286
2008,Carl Pettersson,286
2008,Jeff Maggert,285.9
2008,Kyle Thompson,285.7
2008,Carlos Franco,285.6
2008,David Duval,285.5
2008,Woody Austin,285.3
2008,Jonathan Byrd,285.3
2008,Briny Baird,285.2
2008,Marc Turnesa,285.1
2008,Ken Duke,284.9
2008,Kenneth Ferrie,284.8
2008,Mike Weir,284.8
2008,Ben Curtis,284.7
2008,Mark Wilson,284.6
2008,Jay Williamson,284.4
2008,J.P. Hayes,284.2
2008,Justin Bolli,284.1
2008,Frank Lickliter II,284.1
2008,Patrick Sheehan,284.1
2008,Scott Sterling,284.1
2008,Todd Hamilton,284
2008,Billy Mayfair,284
2008,Tim Petrovic,284
2008,Lee Janzen,283.9
2008,Stephen Ames,283.8
2008,Nathan Green,283.7
2008,Ian Poulter,283.6
2008,Steve Stricker,283.6
2008,Billy Andrade,283.3
2008,Johnson Wagner,283.2
2008,Mark Calcavecchia,283.1
2008,Scott McCarron,283.1
2008,Kent Jones,282.9
2008,Alex Cejka,282.7
2008,Freddie Jacobson,282.7
2008,Brett Rumford,282.7
2008,Bob Estes,282.6
2008,Richard Johnson,282.2
2008,David Toms,282.2
2008,Steve Elkington,282
2008,Tom Lehman,282
2008,Cameron Beckman,281.9
2008,Steve Flesch,281.9
2008,Chez Reavie,281.8
2008,Robert Gamez,281.6
2008,Doug LaBelle II,281.6
2008,Peter Lonard,281.6
2008,Justin Leonard,281.4
2008,Tim Clark,281.1
2008,Cliff Kresge,280.9
2008,Kevin Na,280.9
2008,Brandt Snedeker,280.8
2008,Tom Pernice Jr.,280.6
2008,Jim Furyk,280.4
2008,Jim McGovern,280
2008,Heath Slocum,279.9
2008,Tim Wilkinson,279.8
2008,Bart Bryant,279.5
2008,Bob Tway,279.2
2008,Chris Riley,279.1
2008,John Mallinger,279
2008,Ryuji Imada,278.6
2008,Rocco Mediate,278.6
2008,Scott Verplank,278.6
2008,Brian Davis,277.7
2008,Chad Collins,277.5
2008,Chris DiMarco,277.4
2008,Jerry Kelly,277
2008,Ron Whittaker,276.7
2008,Dean Wilson,276.2
2008,Dudley Hart,275.5
2008,Paul Claxton,275.4
2008,Zach Johnson,275.1
2008,Matt Kuchar,275
2008,Glen Day,274.9
2008,Nick O'Hern,274.9
2008,Omar Uresti,274.9
2008,Jin Park,274.4
2008,Shane Bertsch,274.3
2008,Shigeki Maruyama,274
2008,Greg Kraft,273.6
2008,Paul Goydos,273.2
2008,Stephen Leaney,272.7
2008,Craig Kanada,272.6
2008,Jeff Quinney,272.5
2008,Olin Browne,272.1
2008,Gavin Coles,271.5
2008,Brian Gay,270.5
2008,Corey Pavin,261.4
2007,Bubba Watson,315.2
2007,John Daly,312.9
2007,J.B. Holmes,312.6
2007,Robert Garrigus,310.5
2007,Scott Gutschewski,306.1
2007,Tag Ridings,303.9
2007,Brett Wetterich,303.3
2007,Jason Gore,303
2007,Harrison Frazar,302.8
2007,Charles Warren,302.8
2007,Bill Haas,302.7
2007,Steve Allan,302.4
2007,Anthony Kim,302.4
2007,Tiger Woods,302.4
2007,Matt Hendrix,301.7
2007,Mathias Grönberg,301.5
2007,Nick Watney,301.4
2007,Adam Scott,300.9
2007,Charley Hoffman,299.9
2007,Chris Couch,299.8
2007,Charles Howell III,299.8
2007,Robert Allenby,299.6
2007,Kenny Perry,299.6
2007,Jeff Overton,299.3
2007,Bubba Dickerson,298.9
2007,Mathew Goggin,298.7
2007,Camilo Villegas,298.3
2007,George McNeill,298.2
2007,Steve Marino,298.1
2007,Phil Mickelson,298.1
2007,Ernie Els,297.9
2007,Daniel Chopra,297.6
2007,John Merrick,297.1
2007,Davis Love III,296.8
2007,Sean O'Hair,296.8
2007,Hunter Mahan,296.7
2007,Troy Matteson,296.6
2007,Pat Perez,296.6
2007,Boo Weekley,296.6
2007,Greg Owen,296.5
2007,Kyle Reifers,296.3
2007,Henrik Stenson,296.3
2007,Jason Schultz,295.7
2007,Paul Stankowski,295.7
2007,Craig Barlow,295.5
2007,Lucas Glover,295.4
2007,Geoff Ogilvy,295.3
2007,D.J. Trahan,295.1
2007,Ryan Palmer,294.9
2007,Andrew Buckle,294.7
2007,Stewart Cink,294.7
2007,Bo Van Pelt,294.7
2007,Michael Putnam,294.5
2007,J.J. Henry,294.4
2007,Sergio Garcia,294.2
2007,John Senden,294.2
2007,Ted Purdy,294.1
2007,Brendon de Jonge,293.8
2007,Vijay Singh,293.8
2007,Padraig Harrington,293.2
2007,Michael Allen,293
2007,Retief Goosen,292.9
2007,Kevin Stadler,292.9
2007,Chris Tidland,292.9
2007,Jarrod Lyle,292.6
2007,Briny Baird,292.1
2007,Jonathan Byrd,292
2007,Steve Lowery,292
2007,Aaron Baddeley,291.9
2007,Cameron Beckman,291.9
2007,J.P. Hayes,291.9
2007,Brian Bateman,291.6
2007,Jay Williamson,291.6
2007,Will MacKenzie,291.4
2007,Kevin Sutherland,291.3
2007,Jeff Brehaut,291.2
2007,Bryce Molder,291.2
2007,Michael Sim,291.1
2007,Rich Beem,291
2007,Stuart Appleby,290.9
2007,Peter Lonard,290.9
2007,Ryan Moore,290.7
2007,Brett Quigley,290.7
2007,Jeff Gove,290.5
2007,John Rollins,290.4
2007,Mark Calcavecchia,290.2
2007,Chris Stroud,290
2007,Rory Sabbatini,289.9
2007,Marco Dawson,289.8
2007,Jason Dufner,289.7
2007,Joe Ogilvie,289.5
2007,Mike Weir,289.3
2007,David Branshaw,289.2
2007,D.J. Brigman,288.9
2007,Alex Cejka,288.9
2007,Todd Hamilton,288.7
2007,Justin Rose,288.7
2007,Daisuke Maruyama,288.6
2007,Parker McLachlin,288.5
2007,Jesper Parnevik,288.5
2007,Carl Pettersson,288.5
2007,Jim Rutledge,288.5
2007,Ken Duke,288.4
2007,Tom Johnson,288.4
2007,Lee Janzen,288
2007,Eric Axley,287.8
2007,Steve Flesch,287.5
2007,Duffy Waldorf,287.5
2007,Kevin Na,287.4
2007,Tim Herron,287.3
2007,Jason Bohn,287.1
2007,Tripp Isenhour,287.1
2007,Kent Jones,287.1
2007,Joey Sindelar,287.1
2007,Chad Campbell,287
2007,Mark Hensby,287
2007,Billy Mayfair,286.8
2007,Trevor Immelman,286.6
2007,Rod Pampling,286.4
2007,Tim Petrovic,286.4
2007,Billy Andrade,286.2
2007,Woody Austin,286.1
2007,Steve Wheatcroft,286.1
2007,Rich Barcelo,286
2007,Charlie Wi,286
2007,Tommy Armour III,285.7
2007,Cliff Kresge,285.6
2007,Brandt Snedeker,285.6
2007,Arron Oberholser,285.5
2007,Johnson Wagner,285.5
2007,Jaco Van Zyl,285.3
2007,Mark Wilson,285.3
2007,Bob Heintz,285.2
2007,Darron Stiles,284.8
2007,Ryan Armour,284.7
2007,Freddie Jacobson,284.7
2007,Tom Lehman,284.6
2007,Shaun Micheel,284.4
2007,Joe Durant,284.3
2007,Nathan Green,284.3
2007,Bob Tway,284.3
2007,Frank Lickliter II,284.2
2007,Jeff Maggert,284.2
2007,K.J. Choi,284.1
2007,Craig Lile,283.9
2007,Steve Stricker,283.7
2007,Vaughn Taylor,283.6
2007,Justin Leonard,282.7
2007,Bob Estes,282.6
2007,Ryuji Imada,282.6
2007,Ian Poulter,282.5
2007,David Toms,282.5
2007,Chris DiMarco,282.4
2007,Stephen Ames,282.2
2007,Jeff Quinney,281.5
2007,Tom Byrum,281.4
2007,Tom Pernice Jr.,281.4
2007,Dicky Pride,281.4
2007,Robert Gamez,281.2
2007,Bart Bryant,281.1
2007,Richard Johnson,281.1
2007,Jerry Kelly,281
2007,John Mallinger,280.9
2007,Glen Day,280.7
2007,Steve Elkington,280.7
2007,Anders Hansen,280.7
2007,Chris Riley,280.6
2007,Jeff Sluman,280.5
2007,Zach Johnson,280.4
2007,Paul Gow,280.1
2007,Jim Furyk,279.7
2007,Brian Davis,279.6
2007,Heath Slocum,279.6
2007,Scott Verplank,279.6
2007,Nick O'Hern,279.3
2007,Michael Boyd,278.7
2007,Luke Donald,278.4
2007,Tim Clark,278.1
2007,Rocco Mediate,278.1
2007,Shigeki Maruyama,277.7
2007,Kirk Triplett,277.5
2007,Stephen Leaney,277.4
2007,Craig Kanada,277.2
2007,Dean Wilson,277.2
2007,Ben Curtis,277.1
2007,Matt Kuchar,277.1
2007,Doug LaBelle II,276.6
2007,José María Olazábal,276
2007,Mark Brooks,275.2
2007,Craig Bowden,273.1
2007,José Coceres,273
2007,Paul Goydos,272.4
2007,Fred Funk,271.8
2007,Brian Gay,270
2007,Gavin Coles,268.3
2007,Corey Pavin,265.3
2006,Bubba Watson,319.6
2006,J.B. Holmes,318.8
2006,Robert Garrigus,309.8
2006,Brett Wetterich,307.8
2006,John Daly,307.1
2006,Tiger Woods,306.4
2006,Ryan Hietala,305.9
2006,Tag Ridings,305.3
2006,Harrison Frazar,304.6
2006,Charley Hoffman,304.4
2006,Scott Gutschewski,303.3
2006,Alex Aragon,302.6
2006,Camilo Villegas,302.1
2006,Davis Love III,301.9
2006,Fred Couples,301.5
2006,Adam Scott,301.1
2006,Phil Mickelson,300.7
2006,Nick Watney,300.6
2006,Matt Hansen,300.5
2006,Charles Warren,300.1
2006,Chris Couch,299.7
2006,Jason Gore,299.6
2006,Lucas Glover,299.4
2006,Chris Smith,299.2
2006,Roger Tambellini,299.2
2006,Jeff Overton,299.1
2006,Bubba Dickerson,298.8
2006,Troy Matteson,298.7
2006,Daniel Chopra,298.5
2006,Kris Cox,298.4
2006,Pat Perez,298.4
2006,Jon Mills,298.2
2006,Jonathan Byrd,298.1
2006,Retief Goosen,297.6
2006,David Duval,297.4
2006,Bo Van Pelt,297.4
2006,Brandt Jobe,297.2
2006,Jimmy Walker,296.9
2006,Henrik Bjornstad,296.8
2006,Brian Bateman,296.7
2006,Bill Haas,296.7
2006,Will MacKenzie,296.7
2006,James Driscoll,296.4
2006,John Senden,296.2
2006,Mathew Goggin,296
2006,J.J. Henry,295.9
2006,Ryan Palmer,295.8
2006,Rich Beem,295.6
2006,Nicholas Thompson,295.6
2006,John Rollins,295.5
2006,Charles Howell III,295.4
2006,Paul Stankowski,295.4
2006,Geoff Ogilvy,295.3
2006,Ernie Els,295.1
2006,Mathias Grönberg,295.1
2006,Greg Owen,295.1
2006,Hunter Mahan,295
2006,Trevor Immelman,294.9
2006,Tim Herron,294.8
2006,Padraig Harrington,294.7
2006,Eric Axley,294.6
2006,Jonathan Kaye,294.6
2006,Craig Barlow,294.1
2006,Robert Allenby,293.9
2006,Vijay Singh,293.7
2006,Danny Ellis,293.6
2006,Kevin Sutherland,293.5
2006,Carlos Franco,293.4
2006,Kenny Perry,293.1
2006,Jason Schultz,293.1
2006,Sergio Garcia,292.7
2006,Bob May,292.7
2006,Sean O'Hair,292.7
2006,Ryan Moore,292.2
2006,Stewart Cink,292
2006,John Huston,292
2006,Marco Dawson,291.9
2006,Ian Leggatt,291.9
2006,Michael Allen,291.8
2006,"Wes Short, Jr.",291.6
2006,D.J. Trahan,291.5
2006,Justin Rose,291.4
2006,Chad Campbell,290.9
2006,Freddie Jacobson,290.7
2006,Len Mattiace,290.6
2006,Jesper Parnevik,290.5
2006,Rory Sabbatini,290.4
2006,Stephen Ames,289.8
2006,Jeff Gove,289.8
2006,Stuart Appleby,289.7
2006,Brett Quigley,289.6
2006,D.A. Points,289.4
2006,Joe Durant,289.1
2006,David Howell,289.1
2006,Jason Bohn,289
2006,Alex Cejka,288.8
2006,Shaun Micheel,288.4
2006,Aaron Baddeley,288.3
2006,Rod Pampling,288.2
2006,Ian Poulter,287.9
2006,Ted Purdy,287.8
2006,Arjun Atwal,287.7
2006,Woody Austin,287.7
2006,David Branshaw,287.7
2006,Patrick Sheehan,287.5
2006,"John Engler, Jr.",287.4
2006,Joe Ogilvie,287.3
2006,J.P. Hayes,287.2
2006,José María Olazábal,287.2
2006,Kent Jones,287.1
2006,Steve Lowery,287.1
2006,K.J. Choi,287
2006,Brent Geiberger,286.9
2006,Thomas Levet,286.9
2006,Brian Davis,286.6
2006,Tom Lehman,286.6
2006,Carl Pettersson,286.6
2006,Vaughn Taylor,286.6
2006,Duffy Waldorf,286.6
2006,Greg Chalmers,286.4
2006,Bob Estes,286.4
2006,Dudley Hart,286.3
2006,Shigeki Maruyama,286.3
2006,Steve Flesch,286.2
2006,Jeff Brehaut,286.1
2006,Frank Lickliter II,286.1
2006,Paul Azinger,285.8
2006,Ben Crane,285.8
2006,Steve Elkington,285.8
2006,Bernhard Langer,285.8
2006,Vance Veazey,285.8
2006,Billy Andrade,285.6
2006,David Toms,285.4
2006,Steve Stricker,285.3
2006,Briny Baird,285.1
2006,Arron Oberholser,285
2006,Ryuji Imada,284.9
2006,Mike Sposa,284.8
2006,Daisuke Maruyama,284.5
2006,Chris Riley,284.5
2006,Bob Tway,284.5
2006,David McKenzie,284.4
2006,Joey Sindelar,284.2
2006,Tom Pernice Jr.,283.9
2006,Luke Donald,283.7
2006,Zach Johnson,283.7
2006,Todd Hamilton,283.6
2006,Richard Johnson,283.4
2006,Dean Wilson,282.9
2006,Lee Janzen,282.7
2006,Tjaart van der Walt,282.7
2006,Tommy Armour III,282.4
2006,Mark Calcavecchia,282.4
2006,Justin Leonard,282.3
2006,Billy Mayfair,282.3
2006,Bart Bryant,282.2
2006,Nathan Green,282
2006,Mark Wilson,282
2006,Michael Connell,281.9
2006,Jim Furyk,281.9
2006,Ron Whittaker,281.8
2006,Robert Damron,281.7
2006,Hidemichi Tanaka,281.7
2006,Jeff Maggert,281.5
2006,Skip Kendall,281.2
2006,Heath Slocum,281.2
2006,Mike Weir,281.2
2006,Tim Petrovic,281
2006,Kirk Triplett,281
2006,Peter Lonard,280.6
2006,Omar Uresti,280.5
2006,Jeff Sluman,279.8
2006,J.L. Lewis,279.6
2006,Robert Gamez,279.5
2006,Chris DiMarco,279.3
2006,Shane Bertsch,279.1
2006,Ben Curtis,278.8
2006,Larry Mize,278.3
2006,Jerry Kelly,278.1
2006,Jerry Smith,277.9
2006,Steve Jones,277.1
2006,John Cook,277
2006,Tim Clark,276.7
2006,Olin Browne,276.6
2006,Stephen Leaney,276.4
2006,Scott Verplank,276.1
2006,Greg Kraft,275.8
2006,Doug Barron,275.5
2006,Brian Gay,274.8
2006,Todd Fischer,274.6
2006,Mark O'Meara,274.4
2006,Mark Brooks,274.3
2006,Paul Goydos,274.3
2006,Fred Funk,272.8
2006,Brad Faxon,270.3
2006,Corey Pavin,265.9
2005,Scott Hend,318.9
2005,Tiger Woods,316.1
2005,Brett Wetterich,311.7
2005,Scott Gutschewski,310.5
2005,John Daly,310.1
2005,Brenden Pappas,309.4
